gene_id,gene_name,Med8,Med17
YLL018C-A,COX19,6653.066667,3590.978333
YLL019C,KNS1,23808.26167,16431.745
YLL024C,SSA2,78561.335,50128.30667
YLL026W,HSP104,43072.87,32536.22333
YLL028W,TPO1,7179.986667,4662.78
YLL039C,UBI4,6320.286667,4404.891667
YLL043W,FPS1,6690.761667,4073.615
YLL055W,YCT1,3584.043333,1560.921667
YLL060C,GTT2,5002.076667,3356.585
YLL066C,YLL066C,7794.42,7526.765
YLL067C,YLL067C,19501.24667,8216.44
YLR023C,IZH3,6213.745,4935.965
YLR044C,PDC1,51560.37333,69370.23333
YLR058C,SHM2,3540.978333,2603.991667
YLR074C,BUD20,7684.573333,2783.195
YLR075W,RPL10,8345.735,4293.578333
YLR081W,GAL2,4465.631667,2868.126667
YLR089C,ALT1,8875.821667,3295.993333
YLR090W,XDJ1,8875.821667,4285.7
YLR092W,SUL2,9421.673333,6755.25
YLR093C,NYV1,4554.855,3615.431667
YLR094C,GIS3,4310.296667,3261.628333
YLR099C,ICT1,8545.425,5318.31
YLR099W-A,MIM2,8864.756667,5579.268333
YLR100W,ERG27,8084.385,3303.603333
YLR108C,YLR108C,26279.685,22799.035
YLR109W,AHP1,28967.235,27490.81
YLR110C,CCW12,78865.67333,66900.51333
YLR113W,HOG1,25187.905,20774.81
YLR120C,YPS1,42949.445,17683.64833
YLR121C,YPS3,8790.481667,5594.861667
YLR136C,TIS11,8186.591667,4795.598333
YLR137W,RKM5,8186.591667,4795.598333
YLR138W,NHA1,5521.455,3007.926667
YLR139C,SLS1,5676.901667,2729.27
YLR142W,PUT1,6281.331667,4242.58
YLR149C,YLR149C,5221.543333,2623.255
YLR150W,STM1,5221.543333,2505.283333
YLR157C-A,YLR157C-A,44488.21667,4488.498333
YLR157C-B,YLR157C-B,44488.21667,4488.498333
YLR157W-E,YLR157W-E,1434.726667,762.55
YLR168C,UPS2,3283.471667,2444.928333
YLR177W,YLR177W,3516.211667,1923.513333
YLR179C,YLR179C,6163.486667,2318.628333
YLR180W,SAM1,5232.231667,2318.628333
YLR194C,YLR194C,25150.58333,18417.49833
YLR212C,TUB4,6167.551667,2680.59
YLR227W-A,YLR227W-A,30265.27167,3783.093333
YLR227W-B,YLR227W-B,30265.27167,3783.093333
YLR229C,CDC42,4793.463333,2011.003333
YLR247C,IRC20,21819.14667,13537.75333
YLR248W,RCK2,21819.14667,13537.75333
YLR249W,YEF3,11322.33167,8804.735
YLR250W,SSP120,9063.366667,2764.731667
YLR256W,HAP1,36308.48833,18852.62333
YLR256W-A,YLR256W-A,28879.2,3208.563333
YLR257W,YLR257W,77578.23667,41862.765
YLR258W,GSY2,51749.62333,32766.13
YLR266C,PDR8,19072.93167,7161.646667
YLR267W,BOP2,17070.60167,5032.33
YLR278C,YLR278C,7539.618333,3660.096667
YLR286C,CTS1,8497.246667,6118.601667
YLR293C,GSP1,6218.17,3940.266667
YLR297W,YLR297W,7451.371667,4908.591667
YLR298C,YHC1,5573.038333,2409.335
YLR299W,ECM38,6073.143333,2663.245
YLR300W,EXG1,8559.868333,8555.046667
YLR312C,YLR312C,6978.793333,4536.705
YLR312W-A,MRPL15,1240.595,306.5833333
YLR327C,TMA10,61684.70667,102704.6117
YLR328W,NMA1,17770.59667,21565.42833
YLR332W,MID2,11511.63333,8957.76
YLR333C,RPS25B,8334.95,5899.325
YLR342W,FKS1,6739.391667,5519.31
YLR344W,RPL26A,14266.49667,7076.545
YLR346C,YLR346C,8847.586667,4439.21
YLR347C,KAP95,10749.64833,5622.496667
YLR348C,DIC1,17053.09333,3997.591667
YLR350W,ORM2,21624.92333,7841.243333
YLR354C,TAL1,21344.26333,9665.4
YLR355C,ILV5,19861.02333,7403.816667
YLR378C,SEC61,7748.228333,3740.205
YLR389C,STE23,4304.371667,2392.108333
YLR390W,ECM19,4740.623333,2391.883333
YLR399C,BDF1,9465.171667,6526.23
YLR401C,DUS3,5649.971667,3519.736667
YLR403W,SFP1,5862.973333,3733.978333
YLR406C-A,YLR406C-A,9021.496667,6496.123333
YLR407W,YLR407W,8562.618333,3782.226667
YLR410W-A,YLR410W-A,4808.386667,2672.626667
YLR410W-B,YLR410W-B,4808.386667,2672.626667
YLR411W,CTR3,4954.736667,2750.356667
YLR412C-A,YLR412C-A,10608.36833,4019.833333
YLR413W,INA1,9525.68,4019.833333
YLR414C,PUN1,19050.22333,7429.776667
YLR415C,YLR415C,22191.035,15259.50833
YLR417W,VPS36,22191.035,15259.50833
YLR436C,ECM30,5323.308333,4627.713333
YLR437C,DIF1,5993.235,4301.666667
YLR438W,CAR2,5519.633333,3538.431667
YLR447C,VMA6,5210.898333,2580.505
YLR448W,RPL6B,5837.156667,3482.16
YLR467W,YRF1-5,16634.55333,11547.31667
YML006C,GIS4,9507.308333,4542.796667
YML007C-A,YML007C-A,9591.43,5318.431667
YML007W,YAP1,6639.801667,2167.845
YML008C,ERG6,9614.981667,5318.431667
YML034W,SRC1,15337.35667,9578.471667
YML035C,AMD1,15337.35667,9578.471667
YML039W,YML039W,46441.30333,4549.696667
YML040W,YML040W,46441.30333,4549.696667
YML045W,YML045W,34088.48,4836.341667
YML045W-A,YML045W-A,7976.946667,3370.965
YML052W,SUR7,5101.286667,3602.258333
YML053C,YML053C,5102.106667,4009.858333
YML075C,HMG1,5776.331667,4843.201667
YML088W,UFO1,3685.673333,2836.263333
YML091C,RPM2,4192.336667,3123.628333
YML100W,TSL1,35279.90667,26285.73167
YML100W-A,YML100W-A,17976.46667,17990.91
YML101C,CUE4,34902.25333,18268.72833
YML102W,CAC2,11725.81333,5128.185
YML103C,NUP188,11906.10167,4908.495
YML116W,ATR1,4824.12,3421.708333
YML123C,PHO84,28076.87833,18412.83
YML130C,ERO1,12698.91,6940.788333
YML133C,YML133C,8397.72,8044.145
YMR001C,CDC5,10491.60833,5462.425
YMR001C-A,YMR001C-A,10491.60833,5462.425
YMR002W,MIX17,9789.691667,3655.581667
YMR008C,PLB1,40469.73167,25215.06167
YMR011W,HXT2,92577.04667,31812.91167
YMR013C,SEC59,9650.286667,5542.291667
YMR015C,ERG5,9989.958333,6551.17
YMR016C,SOK2,13660.99833,4424.155
YMR031C,EIS1,5864.56,2504.701667
YMR032W,HOF1,5864.56,2576.775
YMR037C,MSN2,5984.181667,4344.971667
YMR038C,CCS1,12740.29167,6262.653333
YMR039C,SUB1,21002.67167,14299.95167
YMR040W,YET2,21002.67167,14299.95167
YMR045C,YMR045C,38951.3,9925.265
YMR046C,YMR046C,38951.3,9925.265
YMR050C,YMR050C,35115.63167,5453.298333
YMR051C,YMR051C,35115.63167,5453.298333
YMR056C,AAC1,13431.25333,4442.23
YMR058W,FET3,11856.68167,4284.67
YMR070W,MOT3,4854.526667,2834.31
YMR081C,ISF1,25673.32667,50292.12667
YMR083W,ADH3,18566.52167,10276.15667
YMR092C,AIP1,3909.353333,2414.321667
YMR093W,UTP15,3927.203333,2231.326667
YMR100W,MUB1,5084.656667,3928.648333
YMR102C,YMR102C,33400.78167,18073.77333
YMR105C,PGM2,14805.21333,16780.84333
YMR105W-A,YMR105W-A,13335.98333,14441.03667
YMR107W,SPG4,6441.245,3946.18
YMR108W,ILV2,16322.59833,6374.965
YMR121C,RPL15B,24941.37333,15076.80667
YMR135C,GID8,9326.645,2782.283333
YMR136W,GAT2,15870.75667,6896.773333
YMR142C,RPL13B,7963.16,6631.316667
YMR143W,RPS16A,7963.16,8222.653333
YMR145C,NDE1,11300.64333,8389.531667
YMR173W,DDR48,6798.031667,9425.213333
YMR186W,HSC82,8558.628333,7704.631667
YMR194C-B,CMC4,38474.86,29538.92167
YMR195W,ICY1,56292.50167,69725.98333
YMR199W,CLN1,8441.935,3955.246667
YMR205C,PFK2,24684.83167,17975.59833
YMR206W,YMR206W,17407.39667,5439.098333
YMR242C,RPL20A,4319.375,4060.52
YMR244C-A,COA6,11915.20833,2797.583333
YMR246W,FAA4,13561.37,3737.376667
YMR247W-A,YMR247W-A,707.505,325.8183333
YMR251W-A,HOR7,14908.12833,6883.79
YMR261C,TPS3,6115.523333,3965.938333
YMR262W,YMR262W,5919.868333,3965.938333
YMR265C,YMR265C,11544.70667,4176.8
YMR266W,RSN1,13514.52,5638.775
YMR291W,TDA1,29963.88,28038.31167
YMR296C,LCB1,7132.45,4770.255
YMR297W,PRC1,6366.813333,3621.98
YMR307W,GAS1,4801.823333,3658.841667
YMR313C,TGL3,4691.983333,2059.965
YMR314W,PRE5,4757.81,2082.195
YMR316W,DIA1,10447.35667,5913.973333
YMR318C,ADH6,3599.468333,2680.853333
YNL006W,LST8,77180.50333,42054.52167
YNL007C,SIS1,81009.45167,42054.52167
YNL015W,PBI2,7233.823333,4207.026667
YNL016W,PUB1,5148.626667,2971.783333
YNL020C,ARK1,7101,4562.873333
YNL030W,HHF2,104211.1767,70368.90833
YNL031C,HHT2,111468.5483,38806.92333
YNL036W,NCE103,16819.16333,17447.345
YNL037C,IDH1,10065.35333,5097.255
YNL042W,BOP3,6197.366667,3092.375
YNL054W-A,YNL054W-A,12891.28,4746.548333
YNL054W-B,YNL054W-B,12891.28,4746.548333
YNL063W,MTQ1,24289.17667,10683.64833
YNL064C,YDJ1,24289.17667,10683.64833
YNL066W,SUN4,11317.03833,5799.053333
YNL067W,RPL9B,4465.168333,3353.801667
YNL071W,LAT1,4269.363333,3131.726667
YNL077W,APJ1,112475.9783,23582.74667
YNL078W,NIS1,8053.55,4598.481667
YNL079C,TPM1,7833.195,4076.783333
YNL096C,RPS7B,7487.123333,4770.95
YNL097C-B,YNL097C-B,56522.50833,24134.08833
YNL098C,RAS2,56522.50833,24134.08833
YNL103W,MET4,26725.43333,13634.73333
YNL104C,LEU4,28434.23833,10514.255
YNL134C,YNL134C,7306.775,5586.495
YNL144C,YNL144C,21311.22167,12564.46667
YNL149C,PGA2,4670.34,3955.915
YNL154C,YCK2,4216.153333,2735.923333
YNL157W,IGO1,4385.3,3770.126667
YNL160W,YGP1,15053.97833,13133.515
YNL178W,RPS3,7727.441667,3153.62
YNL180C,RHO5,12517.86167,9640.79
YNL189W,SRP1,4308.191667,1685.405
YNL190W,YNL190W,12551.03667,6844.151667
YNL192W,CHS1,18777.52167,13943.5
YNL193W,YNL193W,6103.758333,14653.32
YNL194C,YNL194C,6800.161667,18846.49333
YNL208W,YNL208W,13056.22667,7486.24
YNL217W,YNL217W,8521.585,4921.626667
YNL220W,ADE12,21609.64167,7431.078333
YNL221C,POP1,20159.75667,9013.18
YNL231C,PDR16,12833.65333,7020.44
YNL241C,ZWF1,35084.05667,30608.71833
YNL251C,NRD1,4916.435,3743.968333
YNL268W,LYP1,4231.761667,2412.088333
YNL270C,ALP1,4400.166667,3825.138333
YNL277W,MET2,12922.27833,3956.585
YNL278W,CAF120,5686.411667,4116.273333
YNL281W,HCH1,5285.968333,2788.851667
YNL282W,POP3,3694.223333,1630.978333
YNL284C-A,YNL284C-A,32908.705,4795.653333
YNL284C-B,YNL284C-B,32908.705,4795.653333
YNL327W,EGT2,18388.705,9645.66
YNL328C,MDJ2,18713.965,6419.605
YNL339C,YRF1-6,7640.661667,7321.813333
YNR001C,CIT1,13248.25,7728.961667
YNR013C,PHO91,15307.21333,9085.43
YNR014W,YNR014W,14132.95333,7382.491667
YNR016C,ACC1,14735.23,5826.535
YNR018W,RCF2,12978.11,6937.608333
YNR019W,ARE2,5373.688333,2517.126667
YNR034W-A,YNR034W-A,1730.906667,10721.62333
YNR069C,BSC5,16800.215,5402.693333
YOL004W,SIN3,6546.641667,3756.47
YOL005C,RPB11,6136.865,3345.12
YOL011W,PLB3,25472.335,7410.395
YOL014W,YOL014W,9736.365,3399.65
YOL015W,IRC10,18660.34333,9832.188333
YOL016C,CMK2,18660.34333,9832.188333
YOL019W,YOL019W,6090.408333,4154.131667
YOL020W,TAT2,11371.195,9472.178333
YOL021C,DIS3,7381.703333,4179.161667
YOL039W,RPP2A,6056.733333,3153.346667
YOL040C,RPS15,6055.946667,3775.601667
YOL052C-A,DDR2,19543.69,33999.78
YOL058W,ARG1,11420.86667,7003.498333
YOL059W,GPD2,20919.095,8745.546667
YOL060C,MAM3,12409.72167,4190.176667
YOL081W,IRA2,36179.10667,11665.20167
YOL082W,ATG19,10720.39667,3094.371667
YOL086C,ADH1,130076.58,55429.18833
YOL101C,IZH4,8493.62,2942.001667
YOL103W,ITR2,14622.955,3481.455
YOL103W-A,YOL103W-A,17203.47667,1200.946667
YOL103W-B,YOL103W-B,17203.47667,1200.946667
YOL104C,NDJ1,53905.82833,7418.84
YOL109W,ZEO1,195381.6233,138942.7567
YOL110W,SHR5,44528.34833,27086.89167
YOL111C,MDY2,44528.34833,27086.89167
YOL119C,MCH4,6518.198333,2943.883333
YOL123W,HRP1,6789.973333,5830.971667
YOL125W,TRM13,12432.00833,12271.945
YOL126C,MDH2,16328.49833,12271.945
YOL127W,RPL25,3798.076667,2379.938333
YOL130W,ALR1,5509.896667,3397.988333
YOL158C,ENB1,12278.25333,2056.38
YOR020C,HSP10,8230.031667,4154.163333
YOR020W-A,YOR020W-A,1235.761667,591.3333333
YOR023C,AHC1,3749.895,3019.551667
YOR025W,HST3,4070.271667,3019.551667
YOR027W,STI1,29855.655,10001.545
YOR032C,HMS1,4161.34,2649.276667
YOR043W,WHI2,9782.986667,4451.428333
YOR047C,STD1,6222.08,3402.45
YOR049C,RSB1,23338.33167,6062.46
YOR051C,ETT1,6193.056667,3219.785
YOR052C,TMC1,8375.283333,3707.651667
YOR063W,RPL3,7373.045,2684.513333
YOR064C,YNG1,5857.158333,3259.165
YOR065W,CYT1,5857.158333,3770.166667
YOR066W,MSA1,4174.685,2093.753333
YOR086C,TCB1,4337.515,2054.436667
YOR087W,YVC1,4401.785,2077.265
YOR092W,ECM3,16054.56667,12019.96833
YOR096W,RPS7A,8356.366667,7047.821667
YOR098C,NUP1,9358.806667,8321.395
YOR099W,KTR1,9358.806667,8321.395
YOR100C,CRC1,7323.471667,6986.995
YOR101W,RAS1,7323.471667,6986.995
YOR107W,RGS2,6540.41,2810.586667
YOR108W,LEU9,5557.683333,2062.491667
YOR134W,BAG7,6002.201667,5326.685
YOR136W,IDH2,6263.113333,5021.366667
YOR137C,SIA1,5322.248333,4644.928333
YOR142W-A,YOR142W-A,12885.51,2886.141667
YOR142W-B,YOR142W-B,12885.51,2886.141667
YOR153W,PDR5,51806.91833,18848.195
YOR161C,PNS1,9090.488333,19570.99833
YOR178C,GAC1,18285.30167,43420.31333
YOR182C,RPS30B,15111.40167,11122.01
YOR184W,SER1,15111.40167,11122.01
YOR187W,TUF1,6871.521667,5934.86
YOR192C-A,YOR192C-A,9464.303333,3417.28
YOR192C-B,YOR192C-B,9464.303333,3417.28
YOR192C-C,YOR192C-C,4704.928333,2245.615
YOR193W,PEX27,8347.968333,3183.06
YOR196C,LIP5,5627.11,3236.198333
YOR197W,MCA1,5625.656667,3236.198333
YOR198C,BFR1,14017.41667,5342.581667
YOR201C,MRM1,39721.02667,14492.24167
YOR202W,HIS3,39721.02667,14492.24167
YOR204W,DED1,9395.21,4349.703333
YOR207C,RET1,8750.61,5738.345
YOR208W,PTP2,8750.61,5815.94
YOR212W,STE4,9189.398333,3695.886667
YOR219C,STE13,18370.68333,16072.93
YOR220W,RCN2,18370.68333,16072.93
YOR221C,MCT1,4245.208333,1918.1
YOR222W,ODC2,4241.59,1918.1
YOR226C,ISU2,11099.74167,6635.565
YOR227W,HER1,11120.805,6635.565
YOR230W,WTM1,34236.97833,25491.095
YOR236W,DFR1,5805.371667,2748.591667
YOR237W,HES1,3268.143333,3202.106667
YOR246C,ENV9,3178.928333,1508.965
YOR247W,SRL1,3396.368333,2011.33
YOR264W,DSE3,13638.38,4788.016667
YOR271C,FSF1,8502.678333,4754.738333
YOR273C,TPO4,32178.34,20925.07833
YOR278W,HEM4,6267.715,2649.796667
YOR292C,YOR292C,4701.846667,3337.066667
YOR293W,RPS10A,5187,3337.066667
YOR298C-A,MBF1,21378.94667,9974.951667
YOR299W,BUD7,18942.03667,6713.223333
YOR302W,YOR302W,19957.485,9609.735
YOR303W,CPA1,19957.485,9609.735
YOR306C,MCH5,6258.49,3787.286667
YOR315W,SFG1,4367.128333,3156.596667
YOR316C,COT1,5339.73,2020.71
YOR316C-A,YOR316C-A,6912.68,3246.911667
YOR317W,FAA1,11852.73667,7320.5
YOR319W,HSH49,11151.46333,8628.896667
YOR327C,SNC2,8211.948333,6416.591667
YOR342C,YOR342C,17547.36167,6320.325
YOR343W-A,YOR343W-A,6774.9,3339.791667
YOR343W-B,YOR343W-B,6774.9,3339.791667
YOR344C,TYE7,196957.1083,80712.49167
YOR349W,CIN1,11247.34333,13894.56667
YOR374W,ALD4,9409.468333,8836.501667
YOR375C,GDH1,21147.61333,11987.95333
YOR382W,FIT2,9621.078333,1547.548333
YOR385W,YOR385W,10142.08333,6173.775
YOR394C-A,YOR394C-A,8009.311667,8177.665
YOR396W,YRF1-8,8009.311667,8177.665
YPL003W,ULA1,9575.746667,7612.318333
YPL004C,LSP1,9575.746667,7612.318333
YPL014W,YPL014W,37507.43333,13665.79167
YPL015C,HST2,34671.025,14898.09167
YPL016W,SWI1,11077.73667,8304.38
YPL017C,IRC15,11077.73667,7258.876667
YPL018W,CTF19,14931.86667,6729.955
YPL019C,VTC3,12119.135,4268.88
YPL024W,RMI1,23753.95333,16486.94333
YPL026C,SKS1,32194.34,13192.87
YPL032C,SVL3,12580.23833,9902.016667
YPL036W,PMA2,8370.55,3757.515
YPL037C,EGD1,7776.216667,4681.198333
YPL048W,CAM1,17308.005,3633.216667
YPL049C,DIG1,17498.08333,5536.755
YPL054W,LEE1,30212.71667,34607.68167
YPL056C,LCL1,30263.37167,21647.27167
YPL057C,SUR1,36661.05833,30356.99333
YPL061W,ALD6,62127.92167,60641.365
YPL066W,RGL1,26384.22833,17445.765
YPL067C,YPL067C,23841.705,7843.933333
YPL075W,GCR1,30665.48333,15175.66667
YPL078C,ATP4,5660.65,3188.366667
YPL081W,RPS9A,4797.3,2547.973333
YPL082C,MOT1,4917.296667,2547.973333
YPL087W,YDC1,6383.325,5921.913333
YPL088W,YPL088W,7911.193333,9958.918333
YPL089C,RLM1,6925.893333,9842.988333
YPL092W,SSU1,3872.138333,1686.881667
YPL106C,SSE1,26777.74,11938.005
YPL111W,CAR1,12177.945,6803.501667
YPL116W,HOS3,4154.438333,2221.713333
YPL117C,IDI1,3817.64,2221.713333
YPL135W,ISU1,17419.13,8373.646667
YPL137C,GIP3,11173.24167,6713.133333
YPL144W,POC4,5347.361667,3452.356667
YPL145C,KES1,5345.19,3452.356667
YPL149W,ATG5,15974.81833,10188.46167
YPL156C,PRM4,21678.905,11799.04667
YPL157W,TGS1,4911.451667,1537.896667
YPL158C,AIM44,4922.07,1780.486667
YPL170W,DAP1,5200.306667,2696.32
YPL177C,CUP9,15716.8,6537.23
YPL179W,PPQ1,9424.153333,5223.231667
YPL187W,MF(ALPHA)1,21181.10333,2135.001667
YPL221W,FLC1,17106.38667,9946.506667
YPL231W,FAS2,12527.98833,7979.065
YPL232W,SSO1,16753.34667,14849.73833
YPL233W,NSL1,5588.686667,2918.593333
YPL240C,HSP82,54510.47833,27559.895
YPL249C-A,RPL36B,8593.155,2458.95
YPL250C,ICY2,83668.66167,37893.09167
YPL257W-A,YPL257W-A,29432.615,2917.668333
YPL257W-B,YPL257W-B,29432.615,2917.668333
YPL265W,DIP5,26258.32,12522.62167
YPL274W,SAM3,6604.371667,1684.47
YPL283C,YRF1-7,8041.261667,7742.411667
YPR008W,HAA1,10923.605,6145.47
YPR009W,SUT2,5179.996667,1937.548333
YPR023C,EAF3,4665.718333,3303.271667
YPR024W,YME1,4630.513333,3303.271667
YPR028W,YOP1,13086.285,6578.06
YPR029C,APL4,5731.62,3736.435
YPR035W,GLN1,47912.055,23881.40167
YPR042C,PUF2,6442.901667,2763.511667
YPR043W,RPL43A,6449.371667,2794.936667
YPR052C,NHP6A,4259.413333,2401.165
YPR054W,SMK1,4241.798333,2401.165
YPR065W,ROX1,26937.31833,18639.14667
YPR074C,TKL1,14337.83,5595
YPR080W,TEF1,14215.65,8630.183333
YPR137C-A,YPR137C-A,50811.39667,5736.48
YPR137C-B,YPR137C-B,50811.39667,5736.48
YPR138C,MEP3,10262.53333,5330.866667
YPR145W,ASN1,42159.93,12917.285
YPR149W,NCE102,62895.84333,77323.94
YPR154W,PIN3,25644.94833,12747.595
YPR156C,TPO3,12384.97833,7359.72
YPR157W,TDA6,8961.248333,5164.201667
YPR158C-C,YPR158C-C,44839.9,4379.6
YPR158C-D,YPR158C-D,44839.9,4379.6
YPR158W,CUR1,14785.19667,5443.831667
YPR158W-A,YPR158W-A,18859.82,2369.828333
YPR158W-B,YPR158W-B,18859.82,2369.828333
YPR159C-A,YPR159C-A,25078.61667,8421.583333
YPR159W,KRE6,35597.45333,14295.39833
YPR160W,GPH1,24217.95333,21302.89833
YPR165W,RHO1,16563.46,6902.541667
YPR181C,SEC23,3695.2,1534.526667
YPR182W,SMX3,3689.168333,1394.858333
