gene,gene_name,TATA,class,tail-dependence,expression,Spt7,Taf13,Med15
YJR050W,ISY1,TATA-less,TFIID,tail-independent,18.66217207,-0.689109383,-3.124815281,0.320415994
YJL197W,UBP12,TATA-less,TFIID,tail-independent,18.66144318,-1.361198693,-2.71813427,0.152905716
YGR208W,SER2,TATA-less,TFIID,tail-independent,18.65725181,-1.319558984,-2.45217656,-0.001326791
YCL057W,PRD1,TATA-less,TFIID,tail-independent,18.65442393,-1.312053208,-2.061700447,-0.13884977
YKL130C,SHE2,TATA-less,TFIID,tail-independent,18.6504915,-1.379433876,-2.494851056,0.302523894
YER100W,UBC6,TATA-less,TFIID,tail-independent,18.63344114,-1.006600683,-2.436652269,0.105337453
YGR038W,ORM1,TATA-less,TFIID,tail-independent,18.61926816,-1.349381486,-1.66982616,-0.062778417
YNL090W,RHO2,TATA-less,TFIID,tail-independent,18.59638642,-1.247682917,-2.350472145,0.02069623
YPR104C,FHL1,TATA-less,TFIID,tail-independent,18.56811958,-1.300831906,-1.907288112,0.022561351
YLR186W,EMG1,TATA-less,TFIID,tail-independent,18.5652588,-1.328668382,-2.095768885,0.2038469
YMR300C,ADE4,TATA-less,TFIID,tail-independent,18.54901539,-0.970648659,-2.376772552,-0.146545186
YHR073W,OSH3,TATA-less,TFIID,tail-independent,18.54819149,-1.049798932,-2.384483609,-0.019300048
YBR155W,CNS1,,TFIID,tail-independent,18.5477699,-1.530623539,-3.065355234,0.354520802
YOL133W,HRT1,,TFIID,tail-independent,18.52636569,-0.807635383,-2.3416697,0.150621863
YFL007W,BLM10,TATA-less,TFIID,tail-independent,18.52626741,-1.394209066,-1.996101848,0.061821585
YGL040C,HEM2,TATA-containing,TFIID,tail-independent,18.52103743,-1.054830649,-2.571081082,0.063247475
YPR020W,ATP20,TATA-less,TFIID,tail-independent,18.51857642,-0.226483114,-2.190560701,0.296617006
YOR091W,TMA46,TATA-less,TFIID,tail-independent,18.5178326,-1.612999065,-2.625132331,0.305553943
YOR108W,LEU9,TATA-less,TFIID,tail-independent,18.51435558,-1.182633999,-1.975364715,0.615525106
YBR212W,NGR1,TATA-less,TFIID,tail-independent,18.50232187,-0.956898829,-1.760371588,-0.093929857
YOR217W,RFC1,TATA-less,TFIID,tail-independent,18.48599719,-1.136477229,-2.543159137,0.087540099
YER146W,LSM5,TATA-less,TFIID,tail-independent,18.48163875,-1.353159458,-3.139157421,-0.053296663
YAL059W,ECM1,,TFIID,tail-independent,18.44008808,-1.484914196,-3.280710948,0.647904807
YOR132W,VPS17,TATA-less,TFIID,tail-independent,18.43782037,-1.111149481,-2.425389534,0.000304698
YJR010C-A,SPC1,,TFIID,tail-independent,18.42938386,-1.040542028,-2.558249294,0.198958852
YDL056W,MBP1,TATA-less,TFIID,tail-independent,18.42552928,-1.209657705,-1.877667847,-0.033505407
YGR252W,GCN5,TATA-less,TFIID,tail-independent,18.41934713,-0.884746388,-2.42132943,-0.01373916
YPL242C,IQG1,TATA-less,TFIID,tail-independent,18.41272465,-1.174694032,-2.429164891,0.001574199
YJR011C,YJR011C,TATA-less,TFIID,tail-independent,18.40152029,-0.647627982,-2.507615884,0.260680906
YKL128C,PMU1,TATA-less,TFIID,tail-independent,18.37639219,-1.827140551,-3.091112777,0.209663187
YCR067C,SED4,TATA-less,TFIID,tail-independent,18.37561326,-0.959656971,-2.014795486,-0.189118691
YLR429W,CRN1,TATA-less,TFIID,tail-independent,18.36721766,-1.089528072,-2.539536108,-0.11566958
YJL033W,HCA4,TATA-less,TFIID,tail-independent,18.3630172,-1.309027728,-2.524208915,0.528358788
YFR051C,RET2,TATA-less,TFIID,tail-independent,18.35876913,-1.251386973,-2.113185992,-0.21521682
YJL198W,PHO90,TATA-less,TFIID,tail-independent,18.3558361,-1.013331129,-2.633286659,0.363502914
YEL053C,MAK10,TATA-less,TFIID,tail-independent,18.34095585,-0.787596402,-1.691466912,0.197012032
YBL032W,HEK2,TATA-less,TFIID,tail-independent,18.33945023,-1.665918102,-2.296739216,-0.244476479
YLL001W,DNM1,TATA-less,TFIID,tail-independent,18.3378618,-0.769688489,-1.984572837,-0.120715892
YIL125W,KGD1,TATA-less,TFIID,tail-independent,18.32793597,-0.743703765,-1.855711502,-0.128039641
YIL090W,ICE2,TATA-less,TFIID,tail-independent,18.32351969,-0.946728554,-2.202790958,0.220623943
YKR072C,SIS2,TATA-less,TFIID,tail-independent,18.3059453,-1.094939276,-2.33134625,0.172031566
YDR485C,VPS72,,TFIID,tail-independent,18.29231732,-0.750176343,-2.108320661,0.10271339
YDR494W,RSM28,TATA-less,TFIID,tail-independent,18.2901351,-0.925127452,-2.05947686,0.16354793
YOR086C,TCB1,TATA-less,TFIID,tail-independent,18.28260324,-1.497654054,-2.292248451,-0.066251653
YPR118W,MRI1,TATA-less,TFIID,tail-independent,18.28136251,-1.087305708,-2.834553676,0.178824366
YPR088C,SRP54,TATA-less,TFIID,tail-independent,18.26659334,-1.152322725,-2.400990185,0.085427869
YDR181C,SAS4,,TFIID,tail-independent,18.22031414,-0.750220842,-1.906147517,0.131687171
YJR132W,NMD5,TATA-less,TFIID,tail-independent,18.20786173,-1.084700966,-2.217782934,0.126561139
YAL017W,PSK1,,TFIID,tail-independent,18.20584224,-1.123896915,-2.408158574,-0.194178578
YGL172W,NUP49,TATA-less,TFIID,tail-independent,18.19223862,-1.046550381,-2.395639484,-0.080995106
YPL081W,RPS9A,TATA-less,TFIID,tail-independent,18.17417711,-0.996657,-1.311544831,-0.065762192
YMR261C,TPS3,TATA-less,TFIID,tail-independent,18.16283934,-1.103901531,-2.342138044,-0.101877711
YNL147W,LSM7,TATA-less,TFIID,tail-independent,18.15110815,-1.24039873,-2.598884423,0.229614065
YHL027W,RIM101,TATA-less,TFIID,tail-independent,18.14695237,-0.986786647,-2.091886309,-0.013000189
YER172C,BRR2,TATA-less,TFIID,tail-independent,18.14124182,-1.287793405,-2.285712857,0.019332258
YLR328W,NMA1,TATA-less,TFIID,tail-independent,18.13601721,-1.992124466,-3.493126326,0.260917182
YNL050C,YNL050C,TATA-less,TFIID,tail-independent,18.1180599,-0.71664711,-2.275418316,0.329597831
YNL051W,COG5,TATA-less,TFIID,tail-independent,18.11474452,-0.541881459,-1.975159097,0.194228477
YNL288W,CAF40,TATA-less,TFIID,tail-independent,18.11250746,-1.260737632,-1.98984202,0.077195054
YNL182C,IPI3,TATA-less,TFIID,tail-independent,18.10463686,-1.362893358,-2.887871525,0.456732884
YPL234C,VMA11,TATA-less,TFIID,tail-independent,18.08162658,-1.014535284,-2.732761678,0.026025051
YBL097W,BRN1,TATA-less,TFIID,tail-independent,18.07544652,-1.102737857,-2.395851446,0.192761796
YNL238W,KEX2,TATA-less,TFIID,tail-independent,18.06844207,-1.384905544,-1.991513968,-0.215299153
YDR098C,GRX3,TATA-less,TFIID,tail-independent,18.0660753,-1.407612979,-2.372163164,0.253424531
YLR096W,KIN2,TATA-less,TFIID,tail-independent,18.06341421,-1.3290445,-1.842898458,-0.040641984
YOR119C,RIO1,TATA-less,TFIID,tail-independent,18.055859,-1.279557393,-3.08389216,0.430326943
YNL199C,GCR2,TATA-less,TFIID,tail-independent,18.02628427,-1.377683166,-2.474954093,0.117100927
YJR062C,NTA1,TATA-less,TFIID,tail-independent,18.02320111,-0.758972909,-2.076647232,0.017716657
YOR211C,MGM1,TATA-less,TFIID,tail-independent,18.0047048,-0.993220738,-2.309019945,0.109345908
YFR041C,ERJ5,TATA-less,TFIID,tail-independent,17.99146798,-1.023540157,-2.507237016,-0.157877677
YFR031C,SMC2,TATA-less,TFIID,tail-independent,17.98970515,-0.731932559,-1.898943787,0.134629522
YKR064W,OAF3,TATA-less,TFIID,tail-independent,17.96401941,-0.89465606,-2.01128443,0.103435437
YOR171C,LCB4,TATA-less,TFIID,tail-independent,17.96205006,-0.790277478,-2.081599496,0.152102185
YIL047C,SYG1,TATA-less,TFIID,tail-independent,17.95897297,-0.872440347,-2.017381168,0.102705177
YPL266W,DIM1,TATA-less,TFIID,tail-independent,17.95895317,-1.053834971,-3.075393806,0.459625844
YEL036C,ANP1,TATA-less,TFIID,tail-independent,17.91465968,-1.379484718,-2.396206713,-0.026327462
YMR071C,TVP18,TATA-less,TFIID,tail-independent,17.90495111,-1.639989529,-2.32851424,0.062602052
YIL147C,SLN1,TATA-less,TFIID,tail-independent,17.90288969,-0.741957829,-2.374872216,0.080942521
YLR095C,IOC2,TATA-less,TFIID,tail-independent,17.89958116,-1.008036465,-2.07743018,-0.066590777
YLR367W,RPS22B,,TFIID,tail-independent,17.89510199,-1.283451295,-2.441155188,0.264647257
YNL330C,RPD3,TATA-less,TFIID,tail-independent,17.89361391,-1.048198673,-2.174646705,0.106069402
YML071C,COG8,TATA-less,TFIID,tail-independent,17.85342524,-0.759151181,-2.923362574,0.239209174
YBR234C,ARC40,TATA-less,TFIID,tail-independent,17.83962781,-1.24283373,-2.332408076,-0.047764815
YHR181W,SVP26,TATA-less,TFIID,tail-independent,17.83473229,-0.75283376,-2.84337141,0.074147521
YMR296C,LCB1,TATA-less,TFIID,tail-independent,17.82488827,-1.66853946,-2.426014554,-0.151869443
YLR073C,RFU1,TATA-less,TFIID,tail-independent,17.82469193,-1.04528534,-2.411951585,0.381459378
YPR034W,ARP7,TATA-less,TFIID,tail-independent,17.81550571,-1.369198905,-2.56341561,0.079623735
YJL011C,RPC17,,TFIID,tail-independent,17.81144469,-0.742893438,-2.407153051,0.364167395
YAR007C,RFA1,TATA-less,TFIID,tail-independent,17.8102677,-1.476248743,-2.368729883,0.000887964
YNL062C,GCD10,TATA-less,TFIID,tail-independent,17.80653489,-1.382012133,-2.578882704,0.382584853
YGL129C,RSM23,TATA-containing,TFIID,tail-independent,17.80647498,-0.994554842,-2.040533963,0.150536477
YGL111W,NSA1,TATA-less,TFIID,tail-independent,17.8055226,-1.151651825,-2.689590347,0.196255278
YLR278C,YLR278C,TATA-less,TFIID,tail-independent,17.80087403,-1.369391435,-2.653143927,-0.22243706
YMR304W,UBP15,TATA-less,TFIID,tail-independent,17.79722578,-0.99891723,-2.933295489,-0.081550584
YGR063C,SPT4,TATA-less,TFIID,tail-independent,17.79565402,-0.811129585,-2.084700222,0.11647218
YDR216W,ADR1,,TFIID,tail-independent,17.79077625,-0.684343248,-1.577876373,0.237561959
YGL178W,MPT5,TATA-less,TFIID,tail-independent,17.7828297,-0.71898688,-1.926293236,0.179736012
YHR165C,PRP8,TATA-containing,TFIID,tail-independent,17.77549717,-0.95065178,-1.709005189,0.024317971
YLR138W,NHA1,TATA-less,TFIID,tail-independent,17.76977461,-1.073580568,-3.032636396,0.307670349
YOL032W,OPI10,TATA-less,TFIID,tail-independent,17.76529024,-1.607974417,-2.124577555,0.218427684
YMR117C,SPC24,TATA-less,TFIID,tail-independent,17.74751023,-1.271637762,-1.654486066,-0.101086125
YBL040C,ERD2,TATA-less,TFIID,tail-independent,17.74560756,-0.983592343,-1.98536913,0.118016146
YER111C,SWI4,TATA-less,TFIID,tail-independent,17.74166185,-0.52352919,-2.585951526,0.212503205
YLR454W,FMP27,TATA-less,TFIID,tail-independent,17.73151858,-0.7468686,-2.305944048,-0.139617154
YBR073W,RDH54,TATA-containing,TFIID,tail-independent,17.72368548,-0.908350893,-1.633437178,-0.074789852
YHR118C,ORC6,,TFIID,tail-independent,17.71223941,-1.239620352,-1.855438567,0.265308937
YLR120C,YPS1,TATA-less,TFIID,tail-independent,17.70888011,-1.842054039,-2.021407694,0.021399509
YOL013C,HRD1,TATA-less,TFIID,tail-independent,17.7086286,-0.819766828,-2.308091378,-0.023037247
YMR061W,RNA14,TATA-less,TFIID,tail-independent,17.70637805,-0.967501197,-1.283998038,0.232679462
YHR146W,CRP1,TATA-less,TFIID,tail-independent,17.7002528,-1.428336806,-2.513395006,0.034726702
YBL107C,MIX23,TATA-less,TFIID,tail-independent,17.68998098,-0.557493581,-3.610402451,0.218504382
YDR159W,SAC3,TATA-less,TFIID,tail-independent,17.68967988,-0.819079724,-1.980649016,0.141173267
YGR147C,NAT2,TATA-less,TFIID,tail-independent,17.65979822,-1.410912951,-1.899003638,0.34750056
YOR150W,MRPL23,TATA-less,TFIID,tail-independent,17.65278501,-0.929814321,-2.511492514,0.080633058
YGL041W-A,YGL041W-A,TATA-less,TFIID,tail-independent,17.64721473,-0.78371759,-2.769193876,0.25212225
YCR069W,CPR4,TATA-less,TFIID,tail-independent,17.63271611,-0.864839968,-2.398164638,-0.111842569
YPL116W,HOS3,TATA-less,TFIID,tail-independent,17.63184802,-1.631022659,-2.354206303,-0.040772211
YKL010C,UFD4,,TFIID,tail-independent,17.63175114,-1.009203791,-1.778124076,-0.026393766
YBR015C,MNN2,TATA-less,TFIID,tail-independent,17.63143818,-1.213392242,-2.803174672,0.057661123
YCR107W,AAD3,,TFIID,tail-independent,17.62887108,-1.103968523,-2.219256816,0.318569083
YJR143C,PMT4,TATA-less,TFIID,tail-independent,17.61703159,-1.492589133,-2.593246905,-0.041820176
YPR073C,LTP1,TATA-less,TFIID,tail-independent,17.6075942,-0.482077467,-3.556632442,0.102098188
YBL090W,MRP21,TATA-less,TFIID,tail-independent,17.60141285,-0.866573502,-2.393062988,0.067257893
YMR016C,SOK2,,TFIID,tail-independent,17.5998881,-0.969099678,-1.74549544,-0.189636573
YNL111C,CYB5,TATA-containing,TFIID,tail-independent,17.59776657,-0.487395713,-2.563261132,-0.051403664
YGR081C,SLX9,TATA-less,TFIID,tail-independent,17.59700886,-1.118398529,-2.613678507,0.319602253
YBR095C,RXT2,TATA-less,TFIID,tail-independent,17.58425376,-1.002519386,-2.392180074,0.120704626
YDR498C,SEC20,TATA-less,TFIID,tail-independent,17.58232279,-0.915157056,-2.281293735,0.229293447
YPR141C,KAR3,TATA-containing,TFIID,tail-independent,17.58216238,-1.24395933,-1.625796119,-0.118532739
YNR013C,PHO91,TATA-less,TFIID,tail-independent,17.54864394,-1.837151672,-2.22615791,0.010461939
YML125C,PGA3,TATA-less,TFIID,tail-independent,17.54763713,-2.219691333,-2.560846861,-0.064906383
YGL049C,TIF4632,TATA-less,TFIID,tail-independent,17.54400578,-0.996659941,-2.568730899,0.068456094
YLR226W,BUR2,TATA-less,TFIID,tail-independent,17.53925116,-0.844516894,-2.449931403,0.087078788
YCL001W,RER1,TATA-less,TFIID,tail-independent,17.53158173,-1.780824199,-2.536628083,0.210907827
YPL203W,TPK2,TATA-less,TFIID,tail-independent,17.53031084,-1.662797318,-1.891328781,-0.09233397
YHR200W,RPN10,TATA-less,TFIID,tail-independent,17.52526278,-1.480129275,-2.22618856,-0.0247799
YDR481C,PHO8,TATA-containing,TFIID,tail-independent,17.50898545,-1.69483497,-1.552452378,-0.122494361
YER029C,SMB1,TATA-less,TFIID,tail-independent,17.50730937,-1.336023508,-2.611371531,0.019745331
YDL236W,PHO13,TATA-less,TFIID,tail-independent,17.48992125,-1.389392413,-2.441329172,0.050587478
YCL017C,NFS1,TATA-less,TFIID,tail-independent,17.47867985,-1.05127088,-2.1350018,0.080448774
YKR074W,AIM29,TATA-less,TFIID,tail-independent,17.46531633,-0.962416681,-3.274181668,0.156295988
YDL166C,FAP7,TATA-containing,TFIID,tail-independent,17.4481965,-1.397748363,-2.558427683,0.319627757
YBR023C,CHS3,TATA-less,TFIID,tail-independent,17.44597897,-1.180560726,-2.436713757,-0.034138187
YHL038C,CBP2,TATA-less,TFIID,tail-independent,17.43197855,-0.498451971,-2.582211694,0.242825548
YLR373C,VID22,TATA-less,TFIID,tail-independent,17.40624732,-1.31121867,-2.152560047,-0.056501443
YHR029C,YHI9,TATA-less,TFIID,tail-independent,17.40456808,-0.964547021,-1.551964501,0.638315336
YHL039W,EFM1,TATA-less,TFIID,tail-independent,17.39521849,-0.494475754,-2.247050127,0.48213535
YDR093W,DNF2,TATA-less,TFIID,tail-independent,17.3951572,-1.345704363,-2.73862602,0.046272956
YBL017C,PEP1,TATA-less,TFIID,tail-independent,17.39055338,-1.294977905,-2.144030385,-0.068605869
YLR069C,MEF1,TATA-less,TFIID,tail-independent,17.38462518,-1.107262876,-2.406498613,-0.008991701
YHR056C,RSC30,TATA-less,TFIID,tail-independent,17.35918079,-1.156042648,-1.946160307,0.008714584
YNL207W,RIO2,TATA-less,TFIID,tail-independent,17.34759108,-1.058566119,-2.600609869,0.306061689
YJR054W,KCH1,TATA-less,TFIID,tail-independent,17.33727021,-0.967052621,-2.72081671,-0.084050657
YML110C,COQ5,TATA-less,TFIID,tail-independent,17.33246357,-1.453236781,-2.559465395,0.107569535
YPR191W,QCR2,TATA-containing,TFIID,tail-independent,17.31826635,-0.389504021,-1.955774996,0.277567389
YGL073W,HSF1,TATA-less,TFIID,tail-independent,17.31691063,-1.008043855,-2.177047818,0.059271005
YPL188W,POS5,TATA-less,TFIID,tail-independent,17.31167532,-0.727847297,-2.483516125,0.426400064
YGR210C,YGR210C,TATA-less,TFIID,tail-independent,17.2984107,-1.601538911,-2.544472768,0.254092652
YHR063C,PAN5,TATA-less,TFIID,tail-independent,17.29436134,-0.860740644,-2.712288748,0.129837438
YML032C,RAD52,TATA-less,TFIID,tail-independent,17.29419161,-1.009396701,-1.891824308,0.022107461
YKR006C,MRPL13,TATA-less,TFIID,tail-independent,17.29270602,-0.980500428,-2.428981468,-0.060458759
YDR012W,RPL4B,TATA-less,TFIID,tail-independent,17.28961693,-1.340850701,-2.488424708,0.155987515
YNR006W,VPS27,TATA-less,TFIID,tail-independent,17.28804389,-0.943661665,-2.317422211,0.151776058
YLR419W,YLR419W,TATA-less,TFIID,tail-independent,17.27766628,-1.223964986,-2.157543948,0.172996601
YCR043C,YCR043C,TATA-less,TFIID,tail-independent,17.27422149,-1.365710783,-2.596569506,0.123264485
YJL072C,PSF2,TATA-less,TFIID,tail-independent,17.27333123,-0.456074882,-1.928664063,0.496558831
YIL151C,ESL1,TATA-less,TFIID,tail-independent,17.27207254,-0.793083825,-1.778305287,0.116509488
YOL062C,APM4,TATA-less,TFIID,tail-independent,17.27170207,-1.024452935,-2.210848522,-0.01334937
YML081W,TDA9,TATA-less,TFIID,tail-independent,17.26172122,-1.178285956,-1.939856655,0.013469999
YIL063C,YRB2,TATA-containing,TFIID,tail-independent,17.244835,-0.923701867,-2.792424897,0.055841497
YDR524C,AGE1,TATA-less,TFIID,tail-independent,17.23667222,-1.226826083,-1.295375369,0.152758912
YKL023W,YKL023W,,TFIID,tail-independent,17.22563096,-0.761106812,-2.38731823,0.27444569
YOR299W,BUD7,TATA-less,TFIID,tail-independent,17.22035448,-1.360597037,-2.439530781,0.018582161
YPR115W,RGC1,TATA-less,TFIID,tail-independent,17.20782452,-0.940303473,-2.130990047,-0.106348082
YDR244W,PEX5,TATA-containing,TFIID,tail-independent,17.20592905,-1.118705783,-1.707435069,0.137620147
YIL008W,URM1,TATA-less,TFIID,tail-independent,17.19962286,-0.707969154,-3.954478932,0.540151196
YGL036W,YGL036W,,TFIID,tail-independent,17.19059274,-0.570533734,-2.36668679,-0.128094149
YDR531W,CAB1,TATA-less,TFIID,tail-independent,17.18785169,-0.76222743,-2.627816329,0.336684038
YBL005W,PDR3,TATA-less,TFIID,tail-independent,17.18509486,-1.91591815,-2.319399155,-0.152627272
YPR055W,SEC8,TATA-less,TFIID,tail-independent,17.17499321,-1.060706636,-1.964628218,-0.105865049
YDR422C,SIP1,TATA-less,TFIID,tail-independent,17.1744444,-0.840811578,-1.902386452,0.061456401
YHR119W,SET1,TATA-less,TFIID,tail-independent,17.16727999,-1.379247848,-2.328307059,0.021461761
YKR085C,MRPL20,,TFIID,tail-independent,17.16383317,-1.20041801,-2.389535471,0.036894923
YBR185C,MBA1,TATA-less,TFIID,tail-independent,17.15780494,-0.862287111,-2.578111572,0.25273893
YMR158W,MRPS8,TATA-less,TFIID,tail-independent,17.14608948,-1.016463828,-2.145088678,0.26493255
YKL002W,DID4,TATA-less,TFIID,tail-independent,17.14014701,-0.632329455,-2.26454593,0.130770456
YNL088W,TOP2,TATA-less,TFIID,tail-independent,17.1283199,-1.016770044,-2.494366362,0.161079849
YOL129W,VPS68,TATA-less,TFIID,tail-independent,17.12410213,-1.245418398,-2.457465477,0.109428024
YDR206W,EBS1,TATA-less,TFIID,tail-independent,17.11995121,-0.838985285,-1.904891845,0.026775991
YHR158C,KEL1,TATA-less,TFIID,tail-independent,17.11536683,-1.096670425,-2.386808333,-0.037838553
YOL103W,ITR2,TATA-less,TFIID,tail-independent,17.09184246,-1.252464374,-2.706846415,0.136014784
YJR082C,EAF6,TATA-less,TFIID,tail-independent,17.0917176,-1.19040096,-2.789124919,0.250178088
YNR039C,ZRG17,TATA-less,TFIID,tail-independent,17.0889483,-1.004303749,-1.369043181,-0.020765731
YKL137W,CMC1,,TFIID,tail-independent,17.08817594,-0.781479068,-2.799940256,0.285169545
YOR133W,EFT1,TATA-less,TFIID,tail-independent,17.07677683,-1.508684496,-2.01287511,0.043906936
YGR005C,TFG2,,TFIID,tail-independent,17.06662632,-0.693166218,-2.226943197,0.194629801
YDR310C,SUM1,TATA-less,TFIID,tail-independent,17.05997416,-1.520014251,-2.468000997,0.087009977
YIL044C,AGE2,TATA-less,TFIID,tail-independent,17.05739385,-0.576800581,-2.434958108,-0.033613637
YHR122W,CIA2,TATA-less,TFIID,tail-independent,17.05702053,-1.411772578,-2.411915549,0.563999007
YML034W,SRC1,TATA-less,TFIID,tail-independent,17.0567022,-1.14368552,-2.265365169,-0.026879029
YPL227C,ALG5,TATA-less,TFIID,tail-independent,17.04164015,-1.519718693,-2.515017998,0.151793079
YFL047W,RGD2,TATA-less,TFIID,tail-independent,17.03004964,-1.074886247,-2.562781359,0.241965835
YHR132W-A,IGO2,TATA-containing,TFIID,tail-independent,17.02810395,-0.956916671,-2.060293547,0.104479829
YPL001W,HAT1,TATA-less,TFIID,tail-independent,17.01931984,-0.570005965,-2.510224972,0.085751587
YML017W,PSP2,TATA-less,TFIID,tail-independent,17.00183035,-0.889494946,-2.158190734,0.006012282
YNL071W,LAT1,TATA-less,TFIID,tail-independent,16.97803398,-1.131278311,-2.331802313,-0.103039942
YOL059W,GPD2,TATA-less,TFIID,tail-dependent,16.97289424,-1.098382919,-1.958594771,-0.821160833
YMR027W,YMR027W,TATA-less,TFIID,tail-independent,16.96288926,-1.148619687,-2.560920865,0.045686469
YLR219W,MSC3,TATA-less,TFIID,tail-independent,16.9467397,-1.368464467,-1.745089128,-0.04337013
YMR286W,MRPL33,,TFIID,tail-independent,16.94628827,-0.873351165,-2.30728441,0.188731721
YIL068C,SEC6,TATA-less,TFIID,tail-independent,16.93870535,-0.830261856,-2.220804029,0.127357751
YDL045W-A,MRP10,TATA-containing,TFIID,tail-independent,16.93663727,-0.810556914,-2.344904121,0.152380803
YJL208C,NUC1,TATA-less,TFIID,tail-independent,16.93520222,-1.092874275,-2.734637992,0.376458812
YDR363W,ESC2,TATA-less,TFIID,tail-independent,16.93222513,-1.163959422,-3.016822057,0.235602869
YOL111C,MDY2,TATA-less,TFIID,tail-independent,16.92149534,-1.449299616,-2.54331853,-0.056322332
YDL092W,SRP14,TATA-less,TFIID,tail-independent,16.91899978,-0.980793948,-2.430871372,0.037778671
YOR196C,LIP5,TATA-less,TFIID,tail-independent,16.9136622,-0.865124708,-2.454683897,0.288517578
YMR005W,TAF4,TATA-less,TFIID,tail-independent,16.90431365,-1.146584287,-2.096329586,0.091068319
YGR196C,FYV8,TATA-less,TFIID,tail-independent,16.90211375,-0.745237273,-2.156122208,-0.025083492
YFL022C,FRS2,TATA-less,TFIID,tail-independent,16.90137727,-1.53256086,-2.675651652,-0.057069048
YNL112W,DBP2,TATA-containing,TFIID,tail-independent,16.89507651,-1.075927132,-1.720618005,-0.446106537
YLR002C,NOC3,TATA-less,TFIID,tail-independent,16.88589634,-1.159169257,-2.879140206,0.333583357
YOR215C,AIM41,TATA-containing,TFIID,tail-independent,16.88446192,-0.25637242,-2.505089831,0.140388664
YNL076W,MKS1,TATA-less,TFIID,tail-independent,16.8813704,-0.887321737,-1.816440742,0.005213763
YOR113W,AZF1,TATA-less,TFIID,tail-independent,16.8792564,-0.648838657,-2.060715451,-0.020327377
YGR150C,CCM1,TATA-less,TFIID,tail-independent,16.86994647,-0.911114434,-2.006664064,0.236405463
YGR125W,YGR125W,TATA-less,TFIID,tail-independent,16.8675495,-0.633735807,-2.349075126,0.137348433
YER157W,COG3,TATA-less,TFIID,tail-independent,16.86749976,-0.888790047,-2.363405079,0.099858605
YER040W,GLN3,TATA-less,TFIID,tail-independent,16.86421645,-0.729323795,-1.844217915,0.238979311
YDL213C,NOP6,TATA-less,TFIID,tail-independent,16.84543179,-1.011868696,-3.195714337,0.450568298
YOR094W,ARF3,TATA-less,TFIID,tail-independent,16.84424046,-0.88310436,-2.344237611,0.354135484
YIL143C,SSL2,,TFIID,tail-independent,16.81622827,-1.498304232,-1.971384981,0.159283319
YOR127W,RGA1,TATA-less,TFIID,tail-independent,16.81462442,-0.939056927,-2.7883172,0.214219497
YCR023C,YCR023C,TATA-less,TFIID,tail-independent,16.81096403,-0.888691461,-2.158280746,0.463798495
YCL009C,ILV6,TATA-less,TFIID,tail-independent,16.80804466,-1.211292568,-1.847264572,0.33205872
YGR202C,PCT1,TATA-less,TFIID,tail-independent,16.79101215,-0.968751367,-2.937434537,0.057577106
YOR164C,GET4,,TFIID,tail-independent,16.7898961,-1.265129145,-2.858189188,0.072381554
YML088W,UFO1,TATA-less,TFIID,tail-independent,16.78171222,-1.650657678,-2.468047493,0.168847559
YLR148W,PEP3,,TFIID,tail-independent,16.75550829,-0.70867252,-2.359497631,0.171681784
YBR290W,BSD2,TATA-containing,TFIID,tail-independent,16.7548187,-0.809524573,-1.558903135,0.072160218
YNR052C,POP2,TATA-less,TFIID,tail-independent,16.75099004,-1.245517403,-2.237917752,0.07757953
YAL056W,GPB2,TATA-less,TFIID,tail-independent,16.74645483,-0.877969081,-2.055307404,0.087227377
YPL115C,BEM3,,TFIID,tail-independent,16.74322596,-1.154919529,-2.068336951,-0.017324344
YDR075W,PPH3,TATA-less,TFIID,tail-independent,16.74149949,-0.756656977,-2.284008594,0.301540646
YDR051C,DET1,TATA-less,TFIID,tail-independent,16.73490114,-1.02431807,-2.486333081,0.050247711
YBR104W,YMC2,TATA-less,TFIID,tail-independent,16.73341226,-1.214695889,-2.726367878,0.852402963
YHR024C,MAS2,TATA-less,TFIID,tail-independent,16.72486285,-1.052438869,-2.498295094,0.39943824
YNR054C,ESF2,TATA-less,TFIID,tail-independent,16.72150795,-1.070297747,-2.781410471,0.293897826
YKL112W,ABF1,TATA-less,TFIID,tail-independent,16.71492219,-1.344610169,-2.376953628,-0.067508458
YOL087C,DUF1,TATA-less,TFIID,tail-independent,16.7080983,-1.046324344,-2.426597921,0.021198251
YDR316W,OMS1,TATA-less,TFIID,tail-independent,16.70072154,-0.810258871,-2.066969509,0.325927971
YDR393W,SHE9,TATA-less,TFIID,tail-independent,16.68495769,-0.898841789,-2.122755231,0.178575908
YDL173W,PAR32,TATA-less,TFIID,tail-independent,16.67911179,-1.034311462,-2.579627293,-0.026972272
YEL006W,YEA6,TATA-containing,TFIID,tail-independent,16.66773163,-1.075823131,-2.618354829,0.076311153
YIR011C,STS1,TATA-less,TFIID,tail-independent,16.66068343,-1.208199235,-1.647244897,0.127530697
YLR117C,CLF1,,TFIID,tail-independent,16.65885618,-0.804588463,-2.128869962,0.112581821
YNL136W,EAF7,TATA-less,TFIID,tail-independent,16.65590585,-0.610716135,-2.417098214,0.237364928
YKR025W,RPC37,TATA-less,TFIID,tail-independent,16.65507837,-0.840385615,-3.022752512,0.189540926
YJR101W,RSM26,TATA-less,TFIID,tail-independent,16.643435,-1.543814825,-2.654334133,0.355055713
